gene_id,S1.c2,S10.c2,S11.c2,S12.c2,S2.c2,S3.c2,S4.c2,S5.c2,S6.c2,S7.c2,S8.c2,S9.c2
Olfr1152,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1153,0,0,0,0,0,0,0,0,0,0,0,0
Slc23a2,2557,2908,2762,2058,2152,1096,2338,2242,2331,1917,4154,3137
Trdmt1,243,347,253,148,249,97,232,233,200,227,404,270
Mir6999,1,1,1,0,2,0,1,2,1,0,2,1
4930517E11Rik,0,0,0,0,0,0,0,0,0,0,0,0
BC052040,156,168,117,87,140,61,118,139,210,146,218,127
Snord17,1,4,6,1,2,2,3,3,3,1,5,1
Snord12,20,27,14,20,21,8,13,15,9,12,38,14
Ccbl1,229,268,179,258,186,82,155,161,171,119,247,247
Pdia3,22689,31049,24965,15799,20392,9352,22037,27322,34503,19350,39283,27127
1500011K16Rik,256,301,220,218,233,107,212,196,216,172,289,227
Dusp19,154,226,174,130,157,79,161,188,218,170,245,149
Dusp15,0,0,0,3,0,0,0,0,0,0,0,2
Rpl7a,10672,14309,12384,9651,10823,5040,11034,14854,18257,11347,22786,12972
Bmi1,753,987,717,527,692,360,653,813,916,731,1236,789
Gm14295,177,290,175,142,191,74,201,241,235,223,422,209
Pax6,0,0,0,0,0,0,0,0,0,0,0,0
Pax1,63,111,96,106,87,46,64,41,56,33,78,111
1700001O22Rik,0,0,0,0,0,0,0,0,0,0,0,0
Pax8,0,0,0,0,0,0,0,0,0,0,0,0
Pfkfb3,3788,7718,5495,4459,5688,2393,6187,2348,3750,2477,4023,6630
1700101E01Rik,0,6,0,0,0,0,0,0,4,0,4,0
Bahd1,812,832,780,736,726,354,730,830,964,545,1358,897
Nr1h3,3038,3140,2757,2217,2439,1120,2181,2646,2296,1592,4089,3032
Slc20a1,811,1081,826,811,766,366,944,1341,1495,1105,2391,799
Tcea2,159,222,197,187,131,70,136,138,137,104,267,207
BC051628,0,0,0,0,0,0,0,0,0,0,0,0
Tm9sf4,3267,3702,3339,2447,2832,1355,3001,3432,3769,2514,5575,3815
Capn3,79,58,60,56,53,18,43,26,11,23,55,50
1700060C20Rik,0,0,0,0,0,0,0,0,0,0,0,0
Blcap,1067,1175,1038,771,964,422,910,1081,1272,841,1868,1083
Pced1a,1012,1120,926,775,813,339,675,855,871,623,1341,954
Rrbp1,13522,12773,13275,10762,11081,5018,12833,13255,15560,10650,25918,14162
Eif3j2,1232,1492,1144,886,1340,655,999,1419,1668,1095,2249,1256
Eif3j1,30,39,33,37,33,30,317,29,23,31,27,30
Dhx35,516,661,537,397,405,181,428,471,502,352,813,586
Ccdc3,124,87,120,81,161,105,295,89,126,95,212,127
Plxdc2,43435,42145,39284,26136,31820,16480,32215,23750,21641,19045,34682,43969
Slpi,1,68,23,28,0,4,1,51,86,33,142,20
Tas2r134,0,0,0,0,0,0,0,0,0,0,0,0
Mrc1,20,38,16,14,16,8,9,15,18,28,31,12
Chac1,5,5,5,0,3,0,0,8,28,10,28,7
Svs3b,0,0,0,0,0,0,0,0,0,0,0,0
4921508D12Rik,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1208,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1209,0,0,0,0,0,0,0,0,0,0,0,0
Ghrh,0,0,0,0,0,0,0,9,0,0,5,0
Nkx2-2os,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1200,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1201,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1202,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1204,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1205,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1206,0,0,0,0,0,0,0,0,0,0,0,0
Gm14124,0,0,0,0,0,0,0,4,0,0,0,0
Neurl2,49,53,46,46,46,11,44,55,79,64,103,48
Mir129b,0,0,0,0,0,0,0,0,0,0,0,0
Arfgef2,1555,1813,1612,1312,1242,729,1481,1436,1632,1223,2649,1803
4932418E24Rik,5,0,2,4,5,3,12,0,4,9,5,2
Slc52a3,27,28,31,35,36,0,40,33,31,39,44,38
Elf5,0,9,0,0,0,0,5,0,0,0,0,0
1700029I15Rik,8,19,10,19,5,7,11,16,0,6,11,22
Mir199b,1,0,1,0,0,0,2,0,0,0,0,1
Gid8,1502,1770,1485,1214,1359,603,1457,1543,1751,1226,2459,1608
Mapkap1,1569,1971,1644,1201,1436,671,1435,1641,1889,1186,2567,1899
Gatm,11,64,24,2,30,0,6,19,68,21,32,24
Polr1b,522,565,513,429,476,211,492,567,653,432,1004,557
Tgif2,294,277,254,187,253,97,262,434,552,299,617,253
Rmdn3,735,746,715,543,584,288,556,704,824,582,1195,811
Golga1,717,889,674,643,639,259,572,773,808,548,1369,765
Pcsk2,0,2,3,4,4,4,2,0,2,0,0,15
Trp53tg5,0,0,0,0,0,0,0,0,0,0,0,0
Creb3l1,5376,4469,3870,2887,4529,1802,4528,5706,6229,3345,10429,4367
Sptlc3,0,0,0,0,0,0,0,0,0,0,0,0
Adig,0,0,0,0,0,0,0,0,0,0,0,0
Snx21,818,827,705,787,697,396,697,585,571,361,889,916
Bub1,0,0,0,0,2,2,0,190,439,174,269,4
Serf2,6151,7467,6549,4940,5708,2742,5965,6826,8642,4765,9850,7042
Olfr50,0,0,0,0,0,0,0,0,0,0,0,0
Snhg7,37,36,44,32,34,11,27,39,56,44,119,55
Psma7,1478,1973,1627,1328,1445,655,1542,2061,2627,1833,3776,1826
Gdap1l1,2,0,5,0,4,0,0,0,0,3,3,0
Spata25,0,0,0,0,0,0,0,4,2,0,2,0
Cdc25b,444,422,350,480,347,186,505,491,840,661,942,352
Olfr1112,0,0,0,0,0,0,0,0,0,0,0,0
Pdk1,430,520,360,255,392,170,329,274,319,210,391,491
Zgpat,1188,1209,1072,977,895,420,891,882,1018,540,1511,1241
Fam227b,0,0,0,0,0,0,0,0,0,0,0,0
Nmi,446,626,477,366,391,212,448,595,729,566,1246,525
Chgb,3,3,4,6,2,3,0,0,4,0,6,6
Kcnj3,0,0,0,0,0,0,0,0,0,0,0,0
C1ql3,11,7,5,8,15,10,13,4,11,4,6,7
Zbp1,359,556,344,312,295,89,297,3326,4474,3047,7448,446
Zdhhc12,139,186,153,109,122,50,85,223,244,174,356,169
Meis2,1141,1308,1102,847,1008,484,1062,950,1038,737,1429,1337
Fam110a,1240,978,919,719,966,388,734,790,710,369,926,1073
A530006G24Rik,0,0,0,0,0,0,0,0,0,0,0,0
Ptgds,0,0,0,0,0,0,0,0,0,0,0,0
Grin1,11,2,2,5,4,0,4,2,3,2,0,0
4930533B01Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm13483,3,2,0,0,8,0,8,4,0,0,5,0
Rbm12,923,1001,860,664,875,382,897,884,1008,726,1441,820
Golga2,4335,4659,3833,3346,3654,1634,3527,3685,3852,2691,6438,4378
Rbm17,1233,1369,1206,926,1053,488,1106,1277,1573,914,2274,1372
Ubr3,2522,2776,2465,1815,2126,1157,2370,2181,2343,2029,3799,2735
Nfe2l2,3815,4360,3933,3018,3363,1742,3392,3775,4158,3161,5756,4302
Rbm18,995,1261,1077,819,987,443,967,953,1012,777,1372,1238
Tcp11l1,166,185,166,136,133,61,166,144,168,95,285,200
Stxbp1,1325,1389,1193,1065,1238,575,1319,1355,1539,1038,2306,1336
Ppp1r3d,263,255,182,158,171,85,155,186,243,101,329,278
Snapc4,906,1073,795,952,740,326,789,641,657,509,1459,890
Ankrd16,458,580,430,439,416,169,426,376,404,360,839,457
Spef1,389,438,347,347,399,167,327,269,314,168,420,406
Fam210b,4243,3761,3225,2082,2489,1360,2719,2735,2194,1390,3740,3691
Col9a3,46,42,59,57,35,23,47,36,45,48,135,46
Celf1,2214,1877,1565,1392,2122,993,1908,1643,2145,1215,2912,1785
Ccdc148,5,4,0,0,4,0,5,3,5,0,0,6
Tnks1bp1,7267,7493,6941,6124,5899,3101,6389,8478,9150,6549,15521,7475
8430437L04Rik,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a25,4654,6096,4190,3008,4470,2338,4189,4091,2981,2734,6567,4261
Ywhab,8102,9456,7788,5484,6669,3423,7275,9271,9611,7176,14582,8740
Med19,497,598,483,328,401,163,405,558,606,379,851,484
Gm10857,0,0,0,0,0,0,0,0,0,0,0,0
Xirp2,0,0,0,0,0,0,0,0,0,0,0,0
Eya2,22,129,101,131,100,46,88,78,102,49,85,196
Arpc5l,619,806,626,558,716,313,636,709,823,543,1093,675
Mrpl41,305,315,288,241,258,123,273,319,367,228,557,269
Nebl,5415,4287,3920,2345,2685,1950,3412,3332,2764,2541,4703,4398
Mamdc4,198,195,137,154,151,48,156,88,117,67,271,146
Ckmt1,0,0,0,0,0,0,0,0,0,0,0,0
Soga1,12433,10973,9966,8337,9078,4772,10673,7219,6736,5203,12419,12423
Kif18a,36,75,43,29,30,7,33,68,111,54,101,47
Alx4,22,39,21,22,26,9,8,33,39,16,48,37
Nr5a1,0,0,0,0,0,0,0,0,0,0,0,0
Ralgapa2,385,402,345,297,340,149,356,317,321,251,625,477
Ovol2,0,0,0,0,0,0,0,0,0,0,0,0
Rcn1,10338,10346,8737,6603,9597,4167,9811,8100,9962,7002,12210,9899
Olfr1148,0,0,0,0,0,0,0,0,0,0,0,0
Npepl1,2089,2159,1744,1712,1786,796,1681,1585,1753,1225,2851,1903
Olfr1143,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1141,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1140,0,0,0,0,0,0,0,0,0,0,0,0
Prrx2,376,474,383,426,436,214,566,559,785,439,905,519
Syndig1,9,0,5,15,9,4,0,3,13,5,7,12
Dtwd1,172,238,153,158,156,71,134,205,244,149,313,194
Tmem127,4120,4260,4131,2931,3591,1726,3713,3843,4260,2812,5952,4486
Tlk1,1343,1383,1295,899,1242,571,1273,1061,1342,996,1880,1389
A930019D19Rik,0,0,0,0,0,0,0,0,0,0,0,0
Tmem74b,10,15,13,15,16,9,9,7,3,10,10,19
3300002I08Rik,19,21,26,14,6,14,8,24,38,20,39,31
Mir6340,2,1,1,0,1,0,0,0,0,0,0,0
Gm14288,45,6,5,6,5,6,19,5,4,28,98,7
Celf2,4263,5351,4435,3844,3933,2196,4296,4277,5024,3736,7256,5441
E030013I19Rik,382,462,314,175,303,173,274,176,145,135,197,376
Ube2e3,1887,1954,1592,1180,1670,809,1667,1871,1847,1336,2593,1866
Galnt5,5,14,8,5,4,6,12,5,15,8,6,14
Ppig,1512,1826,1476,1096,1190,609,1365,1338,1646,1096,2335,1522
Trp53inp2,4640,4793,4124,2774,3884,1646,3778,3627,4175,2671,5235,4214
Ptprtos,0,0,0,0,0,0,0,0,0,0,0,0
Nr6a1,85,104,85,82,83,26,114,78,77,68,195,104
Sla2,0,0,0,0,5,0,0,0,0,0,0,0
2500004C02Rik,63,88,51,33,58,26,57,49,62,50,90,57
1700037H04Rik,211,240,193,186,211,85,205,254,364,226,430,212
Olfm1,1679,1761,1625,1255,1404,627,1621,1238,1241,865,1731,1878
Tsc1,1641,1756,1472,1278,1331,626,1302,1149,1262,974,2107,1757
Zfp937,376,447,299,213,347,139,295,336,380,268,471,387
B3galt1,109,257,170,124,134,67,122,195,241,134,207,225
Zfp931,333,328,67,198,216,121,54,44,128,48,329,64
4921531C22Rik,81,119,84,53,82,28,77,54,72,44,69,93
Nop10,724,955,824,643,681,326,681,718,756,482,983,832
Il1a,4,4,3,0,0,3,0,3,0,0,3,3
Il1b,25,42,26,36,20,25,17,95,21,38,172,39
Snord110,1,1,0,1,0,0,1,1,0,0,2,2
Olfr987,0,0,0,0,0,0,0,0,0,0,0,0
Gm13944,0,0,0,0,0,0,0,0,0,0,0,0
Chd6,2700,3211,2497,2184,2073,1066,2498,2166,2146,1877,3843,2905
Mpped2,26,18,28,22,23,10,17,8,9,10,9,29
Spopl,307,359,308,195,215,124,293,269,351,256,494,299
9430008C03Rik,243,296,231,244,216,78,184,219,255,190,525,242
Cacfd1,976,1147,1055,791,907,442,953,872,1045,590,1607,1099
Cacnb2,1270,1387,1126,805,909,357,828,865,845,801,1527,1216
Gpcpd1,541,737,563,441,490,233,557,610,636,670,1034,583
1700025C18Rik,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1219,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1218,0,0,0,0,0,0,0,0,0,0,0,0
Dph6,432,516,388,284,390,176,412,499,437,371,670,411
Dph7,344,436,358,265,284,133,305,283,315,221,404,395
Olfr1213,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1212,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1211,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1217,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1216,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1215,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1214,0,0,0,0,0,0,0,0,0,0,0,0
Gm14137,0,0,0,0,0,0,0,0,2,1,0,0
Helz2,3203,4225,3364,3126,2944,1519,3355,5213,5810,4047,11767,3523
A930018P22Rik,0,3,0,0,0,2,0,0,0,0,0,2
Gm14139,0,0,0,0,0,0,0,0,0,0,0,0
Mertk,1701,1551,1324,1013,1076,689,1108,883,675,840,1470,1447
Olfr1020,0,0,0,0,0,0,0,0,0,0,0,0
Edn3,472,490,348,230,402,214,385,157,104,95,141,406
Pacsin3,691,661,589,495,571,297,581,564,564,330,880,622
Dnajc5,3090,3337,2958,2398,2614,1287,2730,2995,3235,2374,5144,3105
Zfp804a,0,2,0,0,0,0,0,0,0,0,0,0
Kcnk15,0,0,0,0,0,0,0,0,0,0,2,0
Dnajc1,2543,2819,2593,1708,2077,1024,2255,2283,2400,1762,3893,2835
Mir3960,14,9,5,11,5,1,13,5,2,3,11,17
Cerkl,2,12,20,8,5,0,7,9,7,5,5,23
9230102O04Rik,0,0,0,0,0,0,0,0,0,0,0,0
Neb,44,35,41,54,44,6,111,42,30,33,147,50
Olfr1029,0,1,0,1,1,0,0,0,0,0,0,0
Olfr48,0,0,0,0,0,0,0,0,0,0,0,0
Psmb7,1509,2047,1646,1198,1358,709,1511,2045,2485,1683,3313,1764
Lhx2,0,0,0,0,0,0,0,0,2,0,0,0
Lhx3,0,0,0,0,0,0,0,0,0,0,0,4
Lhx6,0,0,3,0,3,0,0,6,6,0,9,0
Cd59a,1267,1436,1111,721,1209,474,1153,828,938,811,1529,1156
Cd59b,44,104,57,36,44,48,87,43,75,61,108,51
Edem2,856,1033,888,832,759,393,677,937,1087,689,1801,1040
Pcif1,1653,2003,1546,1428,1345,630,1258,1298,1328,1030,2072,1876
Trib3,71,75,94,104,72,38,65,68,65,63,171,114
Slmo2,587,677,600,448,556,222,593,804,957,581,1303,599
Gm13769,0,0,0,0,0,0,0,0,0,0,0,0
Kynu,0,0,0,0,0,0,0,0,0,0,0,0
Ntmt1,477,569,429,402,403,215,423,582,615,357,865,569
Mrps26,680,719,666,567,577,280,566,647,695,440,975,727
Il1f6,0,0,0,0,0,0,0,0,0,0,0,0
Dtd1,535,695,550,377,515,232,490,437,460,326,701,641
Stk4,1081,1120,1004,827,941,441,887,1021,1242,833,1753,1164
Gm13546,0,0,0,0,0,0,0,0,0,0,0,0
Snora65,38,31,43,37,49,11,37,32,60,30,89,26
Sema6d,499,649,641,549,545,336,596,446,557,370,616,682
Nat10,896,1065,859,823,798,343,797,824,1082,737,1657,974
1700019E08Rik,0,0,0,0,0,0,0,0,0,0,0,0
Hnf4aos,0,0,0,0,0,0,0,0,0,0,0,0
Gm13490,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc8,3,3,5,3,0,0,0,0,0,2,7,5
Gm13497,0,0,0,0,0,0,0,0,0,0,0,0
Gm13498,1056,1428,1377,834,1041,436,1027,1424,1868,867,2253,1253
Wfdc3,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc2,18,94,38,12,27,50,44,26,58,13,63,50
Wfdc5,0,0,0,0,0,0,0,0,0,0,0,0
1700026L06Rik,0,0,0,0,0,0,0,0,0,0,0,0
Dlx1as,0,0,0,0,0,0,0,0,0,0,0,0
4933416E03Rik,0,0,0,0,0,0,0,0,0,0,0,0
Ndufa8,881,1060,860,724,811,388,814,1063,1238,855,1636,1048
Ppp4r1l-ps,278,334,272,318,252,104,298,207,193,217,443,289
Rae1,962,1080,894,737,829,400,813,877,962,658,1482,1032
Ada,75,88,71,68,45,33,56,184,237,194,338,98
Ankrd63,6,6,2,3,3,5,2,4,2,2,2,8
Ankrd60,0,0,0,0,0,0,0,0,0,0,0,0
Gm4724,0,1,0,0,0,0,0,0,1,0,2,0
Zfp334,583,641,559,454,460,190,462,445,632,326,811,592
Ccdc73,0,0,0,0,0,0,0,0,0,0,0,0
Ssna1,523,644,547,479,528,195,544,581,755,428,872,621
Slc32a1,0,0,0,0,0,0,0,0,0,0,0,0
Rabepk,308,380,358,256,306,143,279,360,491,277,604,415
Ntsr1,0,0,0,0,0,0,0,0,0,0,0,0
Adam33,259,431,309,615,465,195,419,169,235,171,358,479
Tspan18,889,1217,1046,1015,956,568,1039,691,724,549,1002,1250
Nfatc2,99,87,55,75,84,41,81,67,50,47,98,85
Chmp4b,4403,4947,4117,3296,3867,1814,4143,4547,5147,3836,7765,4725
Tfpi,2649,3318,2333,1256,2285,1063,2300,2194,2627,1332,3594,2489
Tbc1d13,1434,1577,1406,1154,1409,647,1333,1580,1710,1069,2364,1579
1700020A23Rik,0,0,0,0,0,0,0,0,0,0,0,0
Fam102a,1407,1537,1412,1112,1342,630,1323,1429,1649,1261,2372,1495
Nusap1,40,45,39,27,41,12,46,142,353,180,225,46
Barhl1,0,0,0,0,0,0,0,2,0,0,0,0
Avp,0,0,0,0,0,0,0,0,0,0,0,0
Gpr107,2306,2543,2297,1681,2033,983,2068,2283,2715,1778,3706,2593
Thbd,32445,28139,26933,21191,26108,14377,25356,16723,13185,9908,21682,34263
Odf2,1381,1666,1332,1292,1267,639,1404,1393,1551,1125,2615,1526
Olfr1170,0,0,0,0,0,0,0,0,0,0,0,0
Srsf6,4724,5445,4172,4254,4418,1850,4328,4281,4788,3238,7444,4501
Olfr1176,0,0,0,0,0,0,0,0,0,0,0,0
Rps21,6270,8759,7450,5994,6264,3189,6247,7012,8148,5024,9933,7539
Olfr1178,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1179,0,0,0,0,0,0,0,0,0,0,0,0
Dhtkd1,191,277,167,171,156,85,118,114,89,121,189,204
Gm10714,0,0,0,0,0,0,0,0,0,0,0,0
Rapsn,20,47,28,32,15,7,13,32,42,27,58,42
Mocs3,157,119,103,117,119,62,106,107,141,85,225,152
Ndufs3,1224,1703,1377,1007,1095,503,1109,1382,1527,1019,2151,1474
Ndufaf1,298,378,270,200,273,100,226,257,331,214,412,294
Olfr1145,0,0,0,0,0,0,0,0,0,0,0,0
Fmnl2,1311,1587,1427,1139,1320,751,1507,1205,1424,1210,1914,1617
Trp53i11,300,376,319,254,221,110,200,428,537,287,749,342
Olfr1273-ps,0,0,0,0,0,0,0,0,0,0,0,0
Sh3glb2,1113,1257,1038,939,1020,462,962,908,1031,603,1292,1129
Prkcq,0,3,12,9,0,0,0,9,3,0,29,5
Crnkl1,872,920,822,587,696,364,758,892,1004,652,1307,948
4930402F06Rik,0,0,0,0,0,0,0,0,0,0,0,0
Fnbp1,2383,2804,2707,2275,1923,1044,2370,1828,2134,1430,3243,3076
Fnbp4,1587,1864,1520,1547,1376,625,1470,1418,1541,1195,3093,1651
Ppapdc3,328,314,269,250,287,119,263,235,238,183,387,302
Lsm14b,1084,1046,970,803,861,473,978,974,1259,778,1674,1076
Chrm5,1,3,4,7,1,0,4,0,0,1,2,2
Chrm4,0,9,9,10,3,3,8,7,4,2,8,7
Lrrc26,0,2,0,0,2,0,0,7,0,0,0,0
Arfgap2,2443,2811,2312,1990,2025,1045,2204,2183,2378,1617,3729,2716
Arfgap1,2362,2494,1880,1775,1891,818,1987,2312,2791,1707,4170,2193
Mvb12b,1505,1499,1340,981,1278,593,1363,1239,1336,955,1922,1592
Rbbp9,1375,1720,1452,945,1181,597,1153,1138,1150,875,1613,1520
Gm14436,0,0,0,0,0,0,0,0,0,0,0,0
Gm14434,0,301,0,0,677,0,0,0,397,0,1055,0
Gm14431,363,629,356,244,820,33,0,0,427,0,75,340
Gm14430,0,1,0,0,0,0,0,0,1,0,2,0
1700021F07Rik,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1198,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1199,0,0,0,0,0,0,0,0,0,0,0,0
Snta1,1249,1373,1071,897,1031,523,1145,1129,1199,1118,2006,1146
Hnrnpa3,6939,11017,8069,5371,6721,3382,8263,11225,12824,9909,20269,7182
Nrsn2,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1193,0,0,0,0,0,0,0,0,0,0,0,0
Cstad,44,67,18,23,32,10,27,32,35,26,44,36
Olfr1195,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1196,0,0,0,0,0,0,0,0,0,0,0,0
Rin2,6868,6551,6289,4404,4365,2891,4743,4023,4639,2844,5942,7276
F830045P16Rik,0,0,0,0,0,0,0,0,0,0,0,0
Fam73b,1924,1850,1644,1328,1416,804,1366,1199,1211,701,1978,1841
Suv39h2,52,72,45,37,52,26,54,84,119,59,128,54
2810405F15Rik,0,0,0,1,1,0,0,0,0,0,0,0
Snx5,1317,2047,1664,1352,1578,690,1514,1710,2140,1261,2587,2132
4933406D12Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm8898,758,900,761,371,916,888,0,0,1085,0,1539,920
Dzank1,203,286,236,156,173,85,169,132,113,65,167,294
Romo1,766,1003,785,684,744,323,744,861,889,599,1195,836
Olfr1228,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1229,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1226,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1225,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1222,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1223,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1220,0,0,0,0,0,0,0,0,0,0,0,0
Dapl1,0,0,0,0,0,0,0,0,0,0,0,0
Stk35,839,1046,896,811,863,405,844,1062,1222,1007,1764,1044
Ddb2,384,524,395,441,357,155,344,323,278,244,550,444
Stk39,344,511,430,341,381,208,408,405,514,406,657,448
Ccdc183,0,0,0,0,0,0,0,0,0,0,0,0
Tyro3,459,453,478,387,510,216,554,579,752,409,840,462
Zfp385b,40,34,47,21,46,14,52,29,30,31,65,38
Ptrh1,90,118,113,82,109,44,107,172,241,140,298,111
Mkks,540,633,508,411,502,266,525,493,645,352,718,648
Gad1,0,0,2,0,0,0,0,0,2,0,0,0
Gad2,1,1,7,1,0,0,0,41,67,7,6,2
Rbbp8nl,0,0,0,0,0,0,0,0,0,0,0,0
Bcl2l1,1893,1917,1578,1281,1686,783,1592,1447,1538,1144,2295,1844
Ptpla,102,125,76,111,133,45,160,191,188,159,315,91
Spc25,8,6,6,9,17,3,12,144,334,119,150,5
Wdr76,81,140,92,56,82,49,91,162,195,124,224,109
Fam65c,254,289,224,246,283,103,258,188,223,150,350,251
Gm13629,0,0,0,0,0,0,0,0,0,0,0,0
Prrc2b,16121,16881,14564,12081,13340,6675,13781,13164,14567,10502,24645,17811
Cdh22,361,404,395,283,326,132,404,230,291,126,212,369
Camsap1,1350,1430,1329,1070,1304,604,1381,1229,1456,942,2112,1422
Cdh26,0,0,0,0,0,0,0,0,0,0,0,0
Olfr32,0,0,0,0,0,0,0,0,0,0,0,0
Psmc3,2804,3444,2902,2293,2494,1240,2594,3697,4469,2902,6370,3039
Dolk,587,666,604,463,527,219,526,580,687,410,908,667
Ldlrad3,1054,1138,974,640,824,406,842,881,1065,722,1205,1089
4931423N10Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm13710,0,0,0,0,0,0,0,3,3,0,2,0
Zcchc3,242,243,212,179,189,87,189,222,258,166,410,231
Nkain4,320,312,215,179,362,172,365,203,242,193,357,299
Epb4.2,0,0,0,0,0,0,0,0,0,0,0,0
Gm13539,0,0,0,0,0,0,0,0,0,0,0,0
Prpf40a,1452,1611,1367,957,994,625,1293,1514,1767,1308,2568,1459
Gchfr,3,0,0,0,3,0,0,0,0,0,4,0
5430405H02Rik,134,166,124,128,105,49,111,107,97,72,184,142
Mir195b,0,0,0,0,0,0,0,0,0,0,0,0
Plcg1,2382,2531,2241,1853,1839,965,2096,1903,2073,1518,3203,2562
Dido1,1889,2497,1948,1580,1562,770,1710,2027,2194,1556,3535,2216
Phyh,1002,1355,1172,812,963,424,1004,1019,1058,848,1790,1253
Gins1,40,75,49,26,36,13,34,103,167,100,136,46
4930470P17Rik,0,0,0,0,0,0,0,0,0,0,0,0
Ggta1,164,228,182,157,200,121,169,220,358,161,324,228
Stam2,1162,1292,1114,770,932,533,1028,1394,1556,1180,2097,1234
Gm13446,0,0,0,0,0,0,0,0,0,0,0,0
Lrp1b,0,0,0,0,0,0,0,0,0,0,0,0
Ggt7,81,223,178,112,95,38,89,183,198,132,341,146
Mdk,1827,2136,1625,1099,1733,642,1548,1394,2014,1096,1966,1562
Fbxo18,2308,2782,2345,1932,2158,1074,2298,2281,2593,1665,3440,2633
BC005624,1290,1662,1427,1089,1125,555,1137,1097,1281,803,1742,1579
Ddrgk1,2378,2819,2341,2104,2132,923,1974,1600,1614,1197,2841,2729
Spata2,630,761,731,615,638,319,603,637,807,572,1160,811
Mir1954,0,0,0,0,0,0,0,0,0,0,0,0
Mir1955,0,0,0,0,0,1,1,0,0,1,0,0
Mir1952,0,0,0,0,0,0,0,0,0,0,0,0
Mir1953,1,0,0,0,0,0,1,0,0,0,0,0
Mir1951,0,0,0,0,0,0,0,0,0,0,0,0
Ak8,5,2,3,0,1,0,3,2,2,1,7,3
Galk2,406,562,552,364,486,222,506,568,782,427,899,570
Ambra1,1570,1808,1615,1396,1372,665,1352,1316,1402,1103,2298,1894
Insm1,0,0,0,0,0,0,0,0,1,1,0,1
A530058N18Rik,0,0,0,0,0,0,0,0,0,0,0,0
Lzts3,886,872,801,658,724,393,687,534,589,377,945,934
Ddx27,893,959,894,726,801,366,821,918,1101,710,1608,956
C130021I20Rik,0,0,0,6,0,0,0,0,0,0,4,0
Mrps5,626,813,652,493,543,266,538,643,808,515,1141,716
Mrps2,454,485,407,334,407,170,387,584,633,401,856,464
LOC171588,0,2,2,0,0,0,0,2,0,2,3,0
Dennd1a,1095,1308,1101,1029,996,452,1091,1005,1067,824,1922,1346
Mir7665,0,1,0,1,0,0,0,0,0,0,0,0
Olfr1164,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1167,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1166,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1161,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1160,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1163,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1162,0,0,0,0,0,0,0,0,0,0,0,0
Cercam,2080,2016,1850,1674,2113,967,2051,1857,2330,1536,2480,1987
Mir7655,1,1,3,1,0,1,1,1,1,0,1,3
Slc12a5,0,6,3,10,4,0,0,0,9,3,8,6
Slc12a6,2281,2089,2231,1891,2053,1020,1908,1653,1669,1312,2517,2734
Slc12a1,0,0,0,0,0,0,0,0,0,2,0,0
Cwc22,684,875,724,539,557,284,641,669,727,538,1147,824
a,0,0,0,0,0,0,0,0,0,0,0,0
Scn7a,13401,15415,13367,9912,11286,6713,12386,9595,7713,7853,15793,15849
Apbb1ip,557,872,819,865,702,362,741,957,1422,897,1527,1005
Birc7,0,0,0,0,0,0,0,0,0,0,0,0
